(403, 198)
(403, 198)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(402, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 198)
(403, 199)
(403, 198)
(403, 198)
(403, 199)
(403, 198)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(402, 198)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 198)
(403, 199)
(403, 198)
(403, 198)
(403, 199)
(403, 198)
(403, 198)
(403, 198)
(403, 199)
(403, 198)
(403, 199)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 198)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 198)
(403, 198)
(403, 199)
(403, 198)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 198)
(403, 199)
(403, 198)
(403, 199)
(403, 198)
(403, 198)
(403, 199)
(403, 198)
(403, 199)
(403, 199)
(403, 198)
(403, 199)
(403, 199)
(403, 199)
(403, 198)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 198)
(403, 198)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 198)
(403, 199)
(403, 199)
(403, 198)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 198)
(403, 199)
(403, 198)
(403, 198)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 198)
(403, 199)
(403, 198)
(403, 199)
(403, 198)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 198)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(402, 199)
(402, 199)
(403, 198)
(402, 198)
(402, 199)
(403, 199)
(403, 199)
(403, 198)
(403, 198)
(403, 198)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 198)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(402, 198)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 199)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 198)
(403, 199)
(403, 198)
(403, 198)
(403, 199)
(403, 198)
(403, 198)
(403, 199)
(403, 199)
