(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(282, 64)
(283, 65)
(283, 65)
(283, 65)
(282, 65)
(282, 64)
(282, 65)
(283, 64)
(282, 65)
(283, 64)
(-1, -1)
(284, 65)
(283, 64)
(-1, -1)
(285, 62)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(283, 64)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(283, 65)
(284, 64)
(283, 65)
(283, 65)
(283, 64)
(282, 64)
(285, 64)
(283, 64)
(285, 63)
(285, 63)
(285, 63)
(285, 63)
(285, 63)
(283, 64)
(286, 64)
(284, 65)
(286, 64)
(282, 64)
(-1, -1)
(-1, -1)
(285, 64)
(285, 63)
(285, 63)
(285, 63)
(285, 63)
(285, 63)
(284, 64)
(283, 64)
(284, 65)
(284, 65)
(284, 65)
(284, 65)
(283, 64)
(282, 64)
(283, 65)
(-1, -1)
(281, 64)
(282, 64)
(285, 62)
(-1, -1)
(-1, -1)
(285, 62)
(283, 64)
(283, 64)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(282, 64)
(282, 65)
(284, 65)
(-1, -1)
(281, 65)
(283, 65)
(-1, -1)
(282, 64)
(285, 63)
(283, 64)
(283, 64)
(282, 65)
(282, 65)
(-1, -1)
(282, 65)
(284, 65)
(283, 65)
(-1, -1)
(286, 64)
(284, 65)
(283, 65)
(283, 64)
(283, 64)
(282, 65)
(283, 64)
(284, 64)
(283, 65)
(282, 65)
(-1, -1)
(283, 64)
(-1, -1)
(285, 62)
(-1, -1)
(-1, -1)
(-1, -1)
(283, 65)
(283, 64)
(-1, -1)
(-1, -1)
(-1, -1)
(282, 64)
(283, 64)
(284, 64)
(286, 64)
(285, 63)
(283, 64)
(282, 65)
(283, 64)
(-1, -1)
(282, 65)
(282, 65)
(282, 64)
(-1, -1)
(282, 65)
(283, 65)
(283, 64)
(283, 65)
(284, 65)
(282, 64)
(284, 65)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(285, 62)
(-1, -1)
(284, 65)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(283, 65)
(281, 64)
(282, 64)
(283, 64)
(283, 64)
(-1, -1)
(283, 65)
(282, 64)
(282, 64)
(285, 63)
(285, 63)
(285, 63)
(285, 63)
(285, 63)
(284, 64)
(-1, -1)
(283, 65)
(-1, -1)
(283, 64)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
